SalesOrderNumber,Date,Customer,Territory,Country,Region,Product,Subcategory,Category,Cost,Quantity,Price,Tax
SO74581,2021-01-11,Gabrielle Adams,North America,United States,Northwest,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,11,9.99,0.80
SO74581,2021-01-11,Gabrielle Adams,North America,United States,Northwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,11,4.99,0.40
SO74581,2021-01-11,Gabrielle Adams,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,11,34.99,2.80
SO74596,2021-01-12,Mason Roberts,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,12,4.99,0.40
SO74634,2021-01-13,Mason Roberts,North America,Canada,Canada,"Women's Mountain Shorts, M",Shorts,Clothing,26.18,13,69.99,5.60
SO74634,2021-01-13,Mason Roberts,North America,Canada,Canada,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,38.49,13,49.99,4.00
SO74634,2021-01-13,Mason Roberts,North America,Canada,Canada,"Half-Finger Gloves, S",Gloves,Clothing,9.16,13,24.49,1.96
SO74699,2021-01-15,Mason Roberts,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,15,3.99,0.32
SO74699,2021-01-15,Mason Roberts,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,15,32.60,2.61
SO74699,2021-01-15,Mason Roberts,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,15,2.29,0.18
SO75070,2021-01-27,Mason Roberts,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,27,24.99,2.00
SO74508,2021-01-09,Molly Rodriguez,North America,United States,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1.49,9,3.99,0.32
SO74508,2021-01-09,Molly Rodriguez,North America,United States,Southwest,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,9,34.99,2.80
SO74508,2021-01-09,Molly Rodriguez,North America,United States,Southwest,"Half-Finger Gloves, M",Gloves,Clothing,9.16,9,24.49,1.96
SO74379,2021-01-05,Stephanie Torres,North America,United States,Northwest,Road Tire Tube,Tires and Tubes,Accessories,1.49,5,3.99,0.32
SO74379,2021-01-05,Stephanie Torres,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,5,34.99,2.80
SO75038,2021-01-26,Ashley Henderson,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,26,3.99,0.32
SO75038,2021-01-26,Ashley Henderson,North America,Canada,Canada,LL Road Tire,Tires and Tubes,Accessories,8.04,26,21.49,1.72
SO75038,2021-01-26,Ashley Henderson,North America,Canada,Canada,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,41.57,26,53.99,4.32
SO74464,2021-01-07,Sarah Price,North America,United States,Southwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,7,35.00,2.80
SO74464,2021-01-07,Sarah Price,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,7,2.29,0.18
SO74880,2021-01-21,Catherine Morris,North America,United States,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1.49,21,3.99,0.32
SO74880,2021-01-21,Catherine Morris,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,21,2.29,0.18
SO74750,2021-01-16,Carson Bryant,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,16,4.99,0.40
SO74750,2021-01-16,Carson Bryant,North America,United States,Southwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,16,35.00,2.80
SO74516,2021-01-09,Jason Griffin,North America,Canada,Canada,ML Mountain Tire,Tires and Tubes,Accessories,11.22,9,29.99,2.40
SO74516,2021-01-09,Jason Griffin,North America,Canada,Canada,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,9,4.99,0.40
SO74516,2021-01-09,Jason Griffin,North America,Canada,Canada,All-Purpose Bike Stand,Bike Stands,Accessories,59.47,9,159.00,12.72
SO74855,2021-01-20,Jason Griffin,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,20,2.29,0.18
SO74935,2021-01-22,Allison Evans,North America,United States,Southwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,22,35.00,2.80
SO74455,2021-01-07,Samantha Russell,North America,Canada,Canada,"Women's Mountain Shorts, L",Shorts,Clothing,26.18,7,69.99,5.60
SO74759,2021-01-17,Chloe Campbell,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,17,3.99,0.32
SO74759,2021-01-17,Chloe Campbell,North America,Canada,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,17,34.99,2.80
SO74563,2021-01-11,Chloe Campbell,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,11,24.99,2.00
SO74563,2021-01-11,Chloe Campbell,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,11,2.29,0.18
SO74362,2021-01-04,Olivia Brown,North America,United States,Northwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,4,35.00,2.80
SO74362,2021-01-04,Olivia Brown,North America,United States,Northwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,4,2.29,0.18
SO74978,2021-01-24,Charles Cook,North America,United States,Northwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,24,2.29,0.18
SO74425,2021-01-06,Hailey Patterson,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,6,24.99,2.00
SO74425,2021-01-06,Hailey Patterson,North America,Canada,Canada,"Half-Finger Gloves, M",Gloves,Clothing,9.16,6,24.49,1.96
SO74778,2021-01-17,Ashley Jones,North America,United States,Southwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,17,35.00,2.80
SO74778,2021-01-17,Ashley Jones,North America,United States,Southwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,17,4.99,0.40
SO74778,2021-01-17,Ashley Jones,North America,United States,Southwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,17,34.99,2.80
SO75004,2021-01-25,Adrian Stewart,North America,United States,Southwest,Road Tire Tube,Tires and Tubes,Accessories,1.49,25,3.99,0.32
SO75004,2021-01-25,Adrian Stewart,North America,United States,Southwest,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,25,34.99,2.80
SO74377,2021-01-05,Angel Stewart,North America,United States,Northwest,Road Tire Tube,Tires and Tubes,Accessories,1.49,5,3.99,0.32
SO74377,2021-01-05,Angel Stewart,North America,United States,Northwest,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,5,34.99,2.80
SO74377,2021-01-05,Angel Stewart,North America,United States,Northwest,"Half-Finger Gloves, M",Gloves,Clothing,9.16,5,24.49,1.96
SO74422,2021-01-06,Jeremy Butler,North America,United States,Northwest,Road Tire Tube,Tires and Tubes,Accessories,1.49,6,3.99,0.32
SO74422,2021-01-06,Jeremy Butler,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,6,34.99,2.80
SO74446,2021-01-07,Jennifer Simmons,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,7,24.99,2.00
SO74446,2021-01-07,Jennifer Simmons,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,7,2.29,0.18
SO74624,2021-01-13,Jennifer Simmons,North America,Canada,Canada,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,41.57,13,53.99,4.32
SO74919,2021-01-22,Jennifer Simmons,North America,Canada,Canada,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,22,34.99,2.80
SO74923,2021-01-22,Nancy Chapman,North America,Canada,Canada,Touring Tire,Tires and Tubes,Accessories,10.84,22,28.99,2.32
SO74923,2021-01-22,Nancy Chapman,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,22,4.99,0.40
SO74923,2021-01-22,Nancy Chapman,North America,Canada,Canada,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,22,34.99,2.80
SO74784,2021-01-18,Nancy Chapman,North America,Canada,Canada,Bike Wash - Dissolver,Cleaners,Accessories,2.97,18,7.95,0.64
SO74728,2021-01-16,Charles Jackson,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,16,24.99,2.00
SO74728,2021-01-16,Charles Jackson,North America,Canada,Canada,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,16,4.99,0.40
SO74728,2021-01-16,Charles Jackson,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,16,2.29,0.18
SO74660,2021-01-14,Charles Jackson,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,14,32.60,2.61
SO74660,2021-01-14,Charles Jackson,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,14,3.99,0.32
SO74660,2021-01-14,Charles Jackson,North America,Canada,Canada,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,14,34.99,2.80
SO74447,2021-01-07,Charles Jackson,North America,Canada,Canada,LL Road Tire,Tires and Tubes,Accessories,8.04,7,21.49,1.72
SO74447,2021-01-07,Charles Jackson,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,7,3.99,0.32
SO74316,2021-01-03,Henry Garcia,North America,Canada,Canada,HL Road Tire,Tires and Tubes,Accessories,12.19,3,32.60,2.61
SO74316,2021-01-03,Henry Garcia,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,3,3.99,0.32
SO74316,2021-01-03,Henry Garcia,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,3,2.29,0.18
SO74597,2021-01-12,Henry Garcia,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,12,24.99,2.00
SO74597,2021-01-12,Henry Garcia,North America,Canada,Canada,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,12,4.99,0.40
SO75096,2021-01-28,Henry Garcia,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,28,3.99,0.32
SO75096,2021-01-28,Henry Garcia,North America,Canada,Canada,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,28,34.99,2.80
SO75096,2021-01-28,Henry Garcia,North America,Canada,Canada,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,38.49,28,49.99,4.00
SO74335,2021-01-03,Dalton Clark,North America,United States,Northwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,3,35.00,2.80
SO74335,2021-01-03,Dalton Clark,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,3,4.99,0.40
SO74695,2021-01-15,Ian Gonzales,North America,United States,Northwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,15,2.29,0.18
SO74376,2021-01-05,Victoria Lewis,North America,United States,Northwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,5,2.29,0.18
SO74922,2021-01-22,Ryan Thompson,North America,Canada,Canada,LL Mountain Tire,Tires and Tubes,Accessories,9.35,22,24.99,2.00
SO74975,2021-01-24,Samantha Jenkins,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,24,3.99,0.32
SO74975,2021-01-24,Samantha Jenkins,North America,Canada,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,24,34.99,2.80
SO74649,2021-01-13,Mindy Luo,Europe,Germany,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,13,4.99,0.40
SO74649,2021-01-13,Mindy Luo,Europe,Germany,Germany,Road Bottle Cage,Bottles and Cages,Accessories,3.36,13,8.99,0.72
SO74649,2021-01-13,Mindy Luo,Europe,Germany,Germany,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,41.57,13,53.99,4.32
SO74275,2021-01-01,Marie Gill,Europe,France,France,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,1,4.99,0.40
SO74275,2021-01-01,Marie Gill,Europe,France,France,Road Bottle Cage,Bottles and Cages,Accessories,3.36,1,8.99,0.72
SO74275,2021-01-01,Marie Gill,Europe,France,France,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,1,34.99,2.80
SO74364,2021-01-04,Robin Romero,Europe,Germany,Germany,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,4,34.99,2.80
SO74502,2021-01-08,Erika Gomez,Europe,France,France,AWC Logo Cap,Caps,Clothing,6.92,8,8.99,0.72
SO74502,2021-01-08,Erika Gomez,Europe,France,France,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,8,34.99,2.80
SO74795,2021-01-18,Bianca Liu,Pacific,Australia,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,18,4.99,0.40
SO74795,2021-01-18,Bianca Liu,Pacific,Australia,Australia,LL Mountain Tire,Tires and Tubes,Accessories,9.35,18,24.99,2.00
SO74795,2021-01-18,Bianca Liu,Pacific,Australia,Australia,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,18,34.99,2.80
SO74280,2021-01-02,Arturo Zheng,Pacific,Australia,Australia,Bike Wash - Dissolver,Cleaners,Accessories,2.97,2,7.95,0.64
SO74511,2021-01-09,Arturo Sun,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,9,3.99,0.32
SO74536,2021-01-10,Sarah Simmons,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,10,2.29,0.18
SO74793,2021-01-18,Brandy Chandra,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,18,2.29,0.18
SO74793,2021-01-18,Brandy Chandra,North America,Canada,Canada,Hitch Rack - 4-Bike,Bike Racks,Accessories,44.88,18,120.00,9.60
SO74909,2021-01-21,Brandy Chandra,North America,Canada,Canada,HL Mountain Tire,Tires and Tubes,Accessories,13.09,21,35.00,2.80
SO74909,2021-01-21,Brandy Chandra,North America,Canada,Canada,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,21,4.99,0.40
SO74909,2021-01-21,Brandy Chandra,North America,Canada,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,21,34.99,2.80
SO74909,2021-01-21,Brandy Chandra,North America,Canada,Canada,"Classic Vest, L",Vests,Clothing,23.75,21,63.50,5.08
SO74913,2021-01-22,Brandy Chandra,North America,Canada,Canada,Bike Wash - Dissolver,Cleaners,Accessories,2.97,22,7.95,0.64
SO74977,2021-01-24,Jared Peterson,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,24,3.99,0.32
SO74977,2021-01-24,Jared Peterson,North America,Canada,Canada,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,24,34.99,2.80
SO74977,2021-01-24,Jared Peterson,North America,Canada,Canada,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,38.49,24,49.99,4.00
SO74977,2021-01-24,Jared Peterson,North America,Canada,Canada,AWC Logo Cap,Caps,Clothing,6.92,24,8.99,0.72
SO75069,2021-01-27,Jared Peterson,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,27,4.99,0.40
SO75069,2021-01-27,Jared Peterson,North America,Canada,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,27,34.99,2.80
SO75069,2021-01-27,Jared Peterson,North America,Canada,Canada,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,38.49,27,49.99,4.00
SO75069,2021-01-27,Jared Peterson,North America,Canada,Canada,AWC Logo Cap,Caps,Clothing,6.92,27,8.99,0.72
SO74920,2021-01-22,Nicholas Brown,North America,Canada,Canada,ML Road Tire,Tires and Tubes,Accessories,9.35,22,24.99,2.00
SO74920,2021-01-22,Nicholas Brown,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,22,3.99,0.32
SO74920,2021-01-22,Nicholas Brown,North America,Canada,Canada,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,22,34.99,2.80
SO74920,2021-01-22,Nicholas Brown,North America,Canada,Canada,"Racing Socks, M",Socks,Clothing,3.36,22,8.99,0.72
SO74856,2021-01-20,Isabella Russell,North America,Canada,Canada,Touring Tire Tube,Tires and Tubes,Accessories,1.87,20,4.99,0.40
SO74856,2021-01-20,Isabella Russell,North America,Canada,Canada,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,20,2.29,0.18
SO74579,2021-01-11,Jerome Navarro,North America,Canada,Canada,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,11,4.99,0.40
SO74579,2021-01-11,Jerome Navarro,North America,Canada,Canada,HL Mountain Tire,Tires and Tubes,Accessories,13.09,11,35.00,2.80
SO74822,2021-01-19,Jada Morgan,North America,Canada,Canada,"Women's Mountain Shorts, L",Shorts,Clothing,26.18,19,69.99,5.60
SO74822,2021-01-19,Jada Morgan,North America,Canada,Canada,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,38.49,19,49.99,4.00
SO74548,2021-01-10,Ebony Gill,North America,United States,Southeast,HL Mountain Tire,Tires and Tubes,Accessories,13.09,10,35.00,2.80
SO74441,2021-01-06,Eddie Rubio,Europe,Germany,Germany,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,6,34.99,2.80
SO74463,2021-01-07,April Shan,Europe,France,France,Touring Tire,Tires and Tubes,Accessories,10.84,7,28.99,2.32
SO74463,2021-01-07,April Shan,Europe,France,France,Touring Tire Tube,Tires and Tubes,Accessories,1.87,7,4.99,0.40
SO74463,2021-01-07,April Shan,Europe,France,France,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,7,2.29,0.18
SO74551,2021-01-10,Kari Perez,Europe,United Kingdom,United Kingdom,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,38.49,10,49.99,4.00
SO74415,2021-01-05,Janelle Chandra,Europe,France,France,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,5,34.99,2.80
SO74306,2021-01-03,Alexandra Jenkins,North America,Canada,Canada,Road Bottle Cage,Bottles and Cages,Accessories,3.36,3,8.99,0.72
SO74306,2021-01-03,Alexandra Jenkins,North America,Canada,Canada,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,3,4.99,0.40
SO74306,2021-01-03,Alexandra Jenkins,North America,Canada,Canada,"Classic Vest, S",Vests,Clothing,23.75,3,63.50,5.08
SO74687,2021-01-14,Thomas Anderson,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,14,4.99,0.40
SO74687,2021-01-14,Thomas Anderson,North America,United States,Northwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,14,35.00,2.80
SO74687,2021-01-14,Thomas Anderson,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,14,34.99,2.80
SO74794,2021-01-18,Kimberly Cox,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,18,2.29,0.18
SO74478,2021-01-08,Angelica Perry,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,8,2.29,0.18
SO74980,2021-01-24,Morgan Hughes,North America,Canada,Canada,Road Tire Tube,Tires and Tubes,Accessories,1.49,24,3.99,0.32
SO74980,2021-01-24,Morgan Hughes,North America,Canada,Canada,LL Road Tire,Tires and Tubes,Accessories,8.04,24,21.49,1.72
SO74980,2021-01-24,Morgan Hughes,North America,Canada,Canada,"Classic Vest, M",Vests,Clothing,23.75,24,63.50,5.08
SO74375,2021-01-05,Charles Torres,North America,United States,Northwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,5,2.29,0.18
SO74334,2021-01-03,Gabriella Turner,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,3,4.99,0.40
SO74334,2021-01-03,Gabriella Turner,North America,United States,Northwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,3,35.00,2.80
SO74334,2021-01-03,Gabriella Turner,North America,United States,Northwest,"Sport-100 Helmet, Black",Helmets,Accessories,13.09,3,34.99,2.80
SO74334,2021-01-03,Gabriella Turner,North America,United States,Northwest,"Half-Finger Gloves, M",Gloves,Clothing,9.16,3,24.49,1.96
SO74592,2021-01-12,Katelyn Perez,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,12,2.29,0.18
SO75095,2021-01-28,Megan Cox,North America,United States,Southwest,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,41.57,28,53.99,4.32
SO74424,2021-01-06,Miguel Adams,North America,Canada,Canada,LL Road Tire,Tires and Tubes,Accessories,8.04,6,21.49,1.72
SO74342,2021-01-04,Jada Collins,North America,United States,Southwest,"Short-Sleeve Classic Jersey, XL",Jerseys,Clothing,41.57,4,53.99,4.32
SO74814,2021-01-19,Kaylee Nelson,North America,United States,Northwest,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing,41.57,19,53.99,4.32
