SalesOrderNumber,Date,Customer,Territory,Country,Region,Product,Subcategory,Category,Cost,Quantity,Price,Tax
SO49675,2019-09-10,Lisa Cai,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,10,2049.10,163.93
SO49752,2019-09-19,Larry Munoz,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,19,2049.10,163.93
SO51178,2019-12-28,Ricky Vazquez,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1265.62,28,2319.99,185.60
SO51178,2019-12-28,Ricky Vazquez,Europe,Germany,Germany,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,28,9.99,0.80
SO51178,2019-12-28,Ricky Vazquez,Europe,Germany,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,28,4.99,0.40
SO51231,2019-12-31,Jacqueline Powell,North America,United States,Southwest,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1251.98,31,2294.99,183.60
SO51231,2019-12-31,Jacqueline Powell,North America,United States,Southwest,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,31,2.29,0.18
SO51210,2019-12-30,Stephanie Collins,North America,United States,Southwest,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1251.98,30,2294.99,183.60
SO51210,2019-12-30,Stephanie Collins,North America,United States,Southwest,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,30,34.99,2.80
SO51184,2019-12-28,Trinity Richardson,North America,United States,Northwest,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1265.62,28,2319.99,185.60
SO51184,2019-12-28,Trinity Richardson,North America,United States,Northwest,HL Mountain Tire,Tires and Tubes,Accessories,13.09,28,35.00,2.80
SO51184,2019-12-28,Trinity Richardson,North America,United States,Northwest,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,28,4.99,0.40
SO51184,2019-12-28,Trinity Richardson,North America,United States,Northwest,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,28,34.99,2.80
SO51230,2019-12-31,Seth Phillips,North America,United States,Southwest,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1251.98,31,2294.99,183.60
SO51230,2019-12-31,Seth Phillips,North America,United States,Southwest,Fender Set - Mountain,Fenders,Accessories,8.22,31,21.98,1.76
SO51230,2019-12-31,Seth Phillips,North America,United States,Southwest,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,31,4.99,0.40
SO51230,2019-12-31,Seth Phillips,North America,United States,Southwest,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,31,9.99,0.80
SO49814,2019-09-27,Shaun Raji,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,27,2071.42,165.71
SO51207,2019-12-30,Frank Navarro,Europe,Germany,Germany,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1265.62,30,2319.99,185.60
SO51207,2019-12-30,Frank Navarro,Europe,Germany,Germany,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,30,9.99,0.80
SO51207,2019-12-30,Frank Navarro,Europe,Germany,Germany,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,30,4.99,0.40
SO51207,2019-12-30,Frank Navarro,Europe,Germany,Germany,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,30,34.99,2.80
SO49985,2019-10-07,Dennis She,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,7,2049.10,163.93
SO50184,2019-10-27,Melody Munoz,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,27,2049.10,163.93
SO50133,2019-10-22,Robin Ramos,Europe,France,France,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,22,2049.10,163.93
SO51224,2019-12-31,Robin Ramos,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1265.62,31,2319.99,185.60
SO51224,2019-12-31,Robin Ramos,Europe,France,France,HL Mountain Tire,Tires and Tubes,Accessories,13.09,31,35.00,2.80
SO49929,2019-10-01,Deanna Gutierrez,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,1,2049.10,163.93
SO50092,2019-10-17,Shannon Liang,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,17,2071.42,165.71
SO49939,2019-10-02,Gary Vazquez,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,2,2049.10,163.93
SO50404,2019-11-03,Edward Patterson,Europe,France,France,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,3,2049.10,163.93
SO51206,2019-12-30,Franklin Raji,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1251.98,30,2294.99,183.60
SO51206,2019-12-30,Franklin Raji,Europe,United Kingdom,United Kingdom,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,30,9.99,0.80
SO51206,2019-12-30,Franklin Raji,Europe,United Kingdom,United Kingdom,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,30,4.99,0.40
SO51206,2019-12-30,Franklin Raji,Europe,United Kingdom,United Kingdom,AWC Logo Cap,Caps,Clothing,6.92,30,8.99,0.72
SO50328,2019-10-28,Linda Navarro,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,28,2071.42,165.71
SO50442,2019-11-07,Kelli Cai,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,7,2071.42,165.71
SO51228,2019-12-31,Kelli Cai,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1265.62,31,2319.99,185.60
SO51228,2019-12-31,Kelli Cai,Europe,France,France,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,31,4.99,0.40
SO51228,2019-12-31,Kelli Cai,Europe,France,France,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,31,9.99,0.80
SO51228,2019-12-31,Kelli Cai,Europe,France,France,Hydration Pack - 70 oz.,Hydration Packs,Accessories,20.57,31,54.99,4.40
SO51228,2019-12-31,Kelli Cai,Europe,France,France,AWC Logo Cap,Caps,Clothing,6.92,31,8.99,0.72
SO50329,2019-10-28,Nancy Schmidt,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,28,2071.42,165.71
SO50416,2019-11-04,Latoya Xu,Europe,France,France,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,4,2049.10,163.93
SO50533,2019-11-17,Jacqueline Hayes,Europe,France,France,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,17,2049.10,163.93
SO50505,2019-11-13,Maurice Goel,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,13,2049.10,163.93
SO50443,2019-11-07,Katrina Becker,Europe,France,France,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,7,2049.10,163.93
SO50417,2019-11-04,Lacey Zheng,Europe,France,France,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,4,2049.10,163.93
SO50380,2019-11-01,Jordan Turner,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,1,2071.42,165.71
SO50591,2019-11-22,Ariana Gray,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,22,2049.10,163.93
SO50942,2019-12-14,Marco Lopez,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,14,2071.42,165.71
SO50897,2019-12-10,Dominique Prasad,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,10,2071.42,165.71
SO50807,2019-12-02,Maurice Shan,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,2,2049.10,163.93
SO50777,2019-11-29,Janet Munoz,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,29,2071.42,165.71
SO51197,2019-12-29,Kyle Patterson,Pacific,Australia,Australia,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1251.98,29,2294.99,183.60
SO51197,2019-12-29,Kyle Patterson,Pacific,Australia,Australia,Mountain Bottle Cage,Bottles and Cages,Accessories,3.74,29,9.99,0.80
SO51197,2019-12-29,Kyle Patterson,Pacific,Australia,Australia,Water Bottle - 30 oz.,Bottles and Cages,Accessories,1.87,29,4.99,0.40
SO51197,2019-12-29,Kyle Patterson,Pacific,Australia,Australia,AWC Logo Cap,Caps,Clothing,6.92,29,8.99,0.72
SO51217,2019-12-30,Alvin Hu,Pacific,Australia,Australia,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1265.62,30,2319.99,185.60
SO51217,2019-12-30,Alvin Hu,Pacific,Australia,Australia,Mountain Tire Tube,Tires and Tubes,Accessories,1.87,30,4.99,0.40
SO51217,2019-12-30,Alvin Hu,Pacific,Australia,Australia,HL Mountain Tire,Tires and Tubes,Accessories,13.09,30,35.00,2.80
SO51217,2019-12-30,Alvin Hu,Pacific,Australia,Australia,Patch Kit/8 Patches,Tires and Tubes,Accessories,0.86,30,2.29,0.18
SO46875,2019-01-22,Jay Suarez,Europe,Germany,Germany,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,22,2049.10,163.93
SO50842,2019-12-05,Darryl Wu,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,5,2071.42,165.71
SO51053,2019-12-25,Colleen Ma,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO46919,2019-01-27,Erica Hu,Europe,Germany,Germany,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,27,2049.10,163.93
SO51022,2019-12-22,Calvin Chande,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,22,2071.42,165.71
SO46710,2019-01-02,Erick Sai,Europe,Germany,Germany,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,2,2071.42,165.71
SO47176,2019-02-11,Terrence Chander,Europe,Germany,Germany,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,11,2049.10,163.93
SO50808,2019-12-02,Christine Chande,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,2,2071.42,165.71
SO51054,2019-12-25,Cindy Sai,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO46862,2019-01-20,Deb Torres,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,20,2049.10,163.93
SO47255,2019-02-19,Briana Dominguez,Europe,Germany,Germany,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,19,2049.10,163.93
SO47231,2019-02-16,Jorge Liang,Europe,Germany,Germany,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,16,2049.10,163.93
SO46777,2019-01-10,Alexia Foster,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,10,2071.42,165.71
SO47634,2019-03-25,Kristin Andersen,Europe,Germany,Germany,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO50920,2019-12-12,Joel Sai,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,12,2071.42,165.71
SO50889,2019-12-09,Billy Moreno,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,9,2071.42,165.71
SO46863,2019-01-20,Jackson Campbell,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,20,2049.10,163.93
SO50950,2019-12-15,Micah Zhu,Europe,France,France,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,15,2071.42,165.71
SO51013,2019-12-21,Janet Serrano,Europe,France,France,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,21,2049.10,163.93
SO50778,2019-11-29,Trisha Huang,Europe,France,France,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,29,2071.42,165.71
SO50865,2019-12-07,Claudia Ma,Europe,France,France,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,7,2049.10,163.93
SO51014,2019-12-21,Karla Xu,Europe,France,France,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,21,2071.42,165.71
SO50782,2019-11-29,Kevin Bryant,Europe,France,France,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,29,2049.10,163.93
SO50783,2019-11-29,Candace Mehta,Europe,France,France,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,29,2049.10,163.93
SO50800,2019-12-01,Erika Diaz,Europe,France,France,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,1,2049.10,163.93
SO47528,2019-03-11,Meredith Ruiz,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,11,2071.42,165.71
SO46845,2019-01-18,Geoffrey Gonzalez,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,18,2049.10,163.93
SO46719,2019-01-03,Edgar Sanchez,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,3,2049.10,163.93
SO47504,2019-03-08,Heidi Subram,Europe,Germany,Germany,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,8,2049.10,163.93
SO46920,2019-01-28,Eugene Ye,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,28,2049.10,163.93
SO46778,2019-01-10,Blake Collins,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,10,2071.42,165.71
SO47100,2019-02-02,Keith Andersen,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,2,2049.10,163.93
SO48170,2019-05-13,Meredith Prasad,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,13,2071.42,165.71
SO48148,2019-05-10,Katrina Sharma,Europe,Germany,Germany,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,10,2049.10,163.93
SO47280,2019-02-22,Dwayne Navarro,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,22,2071.42,165.71
SO51232,2019-12-31,Dwayne Navarro,Europe,United Kingdom,United Kingdom,"Touring-3000 Yellow, 58",Touring Bikes,Bikes,461.44,31,742.35,59.39
SO51232,2019-12-31,Dwayne Navarro,Europe,United Kingdom,United Kingdom,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,31,34.99,2.80
SO47107,2019-02-03,Casey Nath,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,3,2071.42,165.71
SO51218,2019-12-30,Dawn Huang,Pacific,Australia,Australia,"Mountain-500 Black, 40",Mountain Bikes,Bikes,294.58,30,539.99,43.20
SO47164,2019-02-10,Wesley Liang,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,10,2049.10,163.93
SO51245,2019-12-31,Brandi Gill,Europe,France,France,"Touring-1000 Yellow, 50",Touring Bikes,Bikes,1481.94,31,2384.07,190.73
SO51245,2019-12-31,Brandi Gill,Europe,France,France,"Sport-100 Helmet, Blue",Helmets,Accessories,13.09,31,34.99,2.80
SO51245,2019-12-31,Brandi Gill,Europe,France,France,AWC Logo Cap,Caps,Clothing,6.92,31,8.99,0.72
SO48178,2019-05-15,Diana Ortega,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,15,2071.42,165.71
SO48099,2019-05-01,Kristy Munoz,Europe,Germany,Germany,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,1,2049.10,163.93
SO48245,2019-05-25,Wendy Alvarez,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO48137,2019-05-08,Suzanne Zhou,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,8,2071.42,165.71
SO51221,2019-12-30,Suzanne Zhou,Europe,Germany,Germany,"Road-550-W Yellow, 48",Road Bikes,Bikes,713.08,30,1120.49,89.64
SO51221,2019-12-30,Suzanne Zhou,Europe,Germany,Germany,AWC Logo Cap,Caps,Clothing,6.92,30,8.99,0.72
SO51221,2019-12-30,Suzanne Zhou,Europe,Germany,Germany,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing,41.57,30,53.99,4.32
SO51181,2019-12-28,Kaitlyn Henderson,Europe,France,France,"Road-250 Red, 58",Road Bikes,Bikes,1554.95,28,2443.35,195.47
SO51181,2019-12-28,Kaitlyn Henderson,Europe,France,France,Road Tire Tube,Tires and Tubes,Accessories,1.49,28,3.99,0.32
SO51181,2019-12-28,Kaitlyn Henderson,Europe,France,France,HL Road Tire,Tires and Tubes,Accessories,12.19,28,32.60,2.61
SO51181,2019-12-28,Kaitlyn Henderson,Europe,France,France,"Sport-100 Helmet, Red",Helmets,Accessories,13.09,28,34.99,2.80
SO47185,2019-02-11,Colleen Xie,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,11,2071.42,165.71
SO47564,2019-03-15,Alan He,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,15,2071.42,165.71
SO48142,2019-05-09,Alejandro Lal,Europe,Germany,Germany,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,9,2049.10,163.93
SO47501,2019-03-07,Julie Raje,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,7,2049.10,163.93
SO47526,2019-03-10,Karla She,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,10,2071.42,165.71
SO47635,2019-03-25,Gerald Rodriguez,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO48246,2019-05-25,Mitchell Xu,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,25,2071.42,165.71
SO47554,2019-03-13,Jenny Xu,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,13,2049.10,163.93
SO48202,2019-05-19,Kathleen Ortega,Europe,Germany,Germany,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,19,2071.42,165.71
SO48203,2019-05-19,Faith Ward,Europe,Germany,Germany,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,19,2049.10,163.93
SO48658,2019-06-22,Mayra Martinez,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,22,2071.42,165.71
SO48488,2019-06-07,Kari Gomez,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,7,2071.42,165.71
SO48634,2019-06-20,Wesley Zheng,Europe,Germany,Germany,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,20,2049.10,163.93
SO48580,2019-06-15,Isabelle Patterson,Europe,Germany,Germany,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,15,2049.10,163.93
SO48443,2019-06-03,Sean Hernandez,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,3,2071.42,165.71
SO48602,2019-06-17,Ruth Madan,Europe,Germany,Germany,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,17,2071.42,165.71
SO47620,2019-03-23,Alberto Ramos,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,23,2071.42,165.71
SO47648,2019-03-28,Emmanuel Garcia,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,28,2071.42,165.71
SO47799,2019-04-10,Bruce Ashe,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,10,2049.10,163.93
SO48592,2019-06-16,Tiffany Lin,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,16,2071.42,165.71
SO48671,2019-06-23,Ebony Ramos,Europe,Germany,Germany,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,23,2049.10,163.93
SO47811,2019-04-11,Tyrone Hernandez,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1117.86,11,2071.42,165.71
SO47756,2019-04-02,Justin Alexander,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,2,2071.42,165.71
SO48920,2019-07-15,Adriana Madan,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,15,2071.42,165.71
SO48804,2019-07-01,Alisha Shan,Europe,Germany,Germany,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,1,2071.42,165.71
SO47837,2019-04-14,Beth Ortega,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,14,2071.42,165.71
SO47831,2019-04-13,Janelle Sanchez,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,13,2049.10,163.93
SO47920,2019-04-24,Nicolas Tang,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,24,2049.10,163.93
SO47731,2019-03-30,Todd Zeng,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,30,2049.10,163.93
SO47778,2019-04-06,Cristina Beck,Europe,United Kingdom,United Kingdom,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,6,2071.42,165.71
SO48185,2019-05-16,Nathan Jenkins,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,16,2049.10,163.93
SO48277,2019-05-29,Andre Arun,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 42",Mountain Bikes,Bikes,1105.81,29,2049.10,163.93
SO48212,2019-05-20,Joseph Taylor,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1105.81,20,2049.10,163.93
SO48991,2019-07-23,Johnathan Suri,Europe,Germany,Germany,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,1117.86,23,2071.42,165.71
SO48213,2019-05-20,Nicolas Kumar,Europe,United Kingdom,United Kingdom,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,20,2049.10,163.93
SO49293,2019-08-12,Felicia Blanco,Europe,Germany,Germany,"Mountain-200 Black, 38",Mountain Bikes,Bikes,1105.81,12,2049.10,163.93
SO49388,2019-08-21,Crystal Zeng,Europe,Germany,Germany,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,1117.86,21,2071.42,165.71
